#bodytypes																																						
Id	ActorId	CreatureClass	Eccolapse	MutateBodyTypeId	Health	PainThresholdLimit	PainThresholdRegen	MeleeDamage	ResistSheet	WoundSlots	BaseActionPoints	MeleeAccuracy	RangeAccuracy	Dodge	MeleeThrowbackChance	ReceiveAmputationChance	ReceiveWoundChanceMult	AttackWoundChanceMult	QuazimorphosisReward	ScaleQuasimorphStats	IgnoreThrowback	HasInventoryWeaponSlots	HasInventoryEquipmentSlots	DeathExplosionRadius	DeathExplosionDamageType	DeathExplosionDamage	Immunity	Immobile	CanFly	HairTypesList	HairColorsList	OverrideBareHandWeapon	WeaponRandomConditionCapacity					
quest_GodBuilders_clones	man woman		corp_civres	human_military	0	CResistance 0.9 Common 0.1	10 30	None 0.8 Pistol 0.1 Shotgun 0.5 Smg 0.5 Fist 0.1 Club 0.1 Axe 0.1	None 1	None 0.8 Cloth 0.1 HardCloth 0.3 LightArmor 0.1	None 0.8 Cloth 0.25 HardCloth 0.25	None 0.8 Cloth 0.25 HardCloth 0.25	None 0.8 Cloth 0.25 HardCloth 0.25	10 18	0 0			6	10	10	0	0 0 -0.2 0.10	blunt 4 pierce 4 lacer 4	0.00	0.00	0.00	0	0		FALSE	FALSE		0 0	None 100	0 0	None 100		
quest_GodBuilders_prometheuths	prometheus		qmorph_venus_big	quasimorph_knight	0		100 100	None 1	None 1	None 1	None 1	None 1	None 1	0 0	0 0			6	40	700	0	0 0 0.0 0.00		0.00	0.00	0.00	1	0		FALSE	FALSE		0 0	None 100	0 0			
quest_CivilUnity_issachar	merc_illusion_male		corp_civres	human_military	0	Matrix 1	100 100	Pistol 1	Knife 1 Club 1	None 1	None 1	None 1	None 1	0 0	0 0		matrix_hybershirt matrix_hyber_pants	6	80	0	3	0 0 0.0 0.00		0.00	0.00	0.00	2	0		FALSE	FALSE		0 0	None 100	0 0	None 100		
quest_CivilUnity_issachar_copy	merc_illusion_male		corp_civres	human_military	0	Matrix 1	100 100	Knife 1 Club 1 Pistol 1	None 1	None 1	None 1	None 1	None 1	0 0	0 0		matrix_hybershirt matrix_hyber_pants	6	-70	0	1	0 0 0.0 0.00		-0.05	-0.05	-0.05	0	0		FALSE	FALSE		0 0	None 100	0 0	None 100		
quest_rwa_supersoldier	bigposman		possessed	human_military	0	Military 0.2 RealWare 0.8 Common 0.1 CyberAug 3	95 100	AssaultRifle 0.4 Machinegun 0.4 Minigun 0.4 GrenadeLauncher 0.4 RocketLauncher 0.4	None 0.5 Knife 0.3 Axe 0.15	PowerArmor 0.5 HeavyArmor 0.5 MediumArmor 0.2 LightArmor 0.2	PowerArmor 0.5 HeavyArmor 0.5 MediumArmor 0.2 LightArmor 0.2	PowerArmor 0.5 HeavyArmor 0.5 MediumArmor 0.2 LightArmor 0.2	PowerArmor 0.5 HeavyArmor 0.5 MediumArmor 0.2 LightArmor 0.2	15 25	0 2	Food 0.20 Drink 0.20 Grenade 0.10 Vest 0.10 Backpack 0.05 Pills 0.05 Medpack 0.05 Syringe 0.05 MilitaryBarter 0.01 Data 0.05 Turret 0.05 Cyborg 0.05 Mine 0.11		8	80	0	0	4 6 -0.15 0.05		0.10	0.10	0.00	1	0		FALSE	FALSE		2 4	Industrial 10 Combat 30 Recreation 10 None 50	1 3	Basic 50 None 50		
quest_merc_phantom	merc_illusion_male merc_illusion_female		player	human_military	0	Matrix 1	100 100	Pistol 1	Knife 1 Club 1	None 1	None 1	None 1	None 1	0 0	0 0		matrix_hybershirt matrix_hyber_pants	6	100	0	0	0 0 0.0 0.00	shock 14	0.00	0.10	0.15	0	0		FALSE	FALSE		0 0	None 100	0 0	None 100		
merc_phantom	merc_illusion_male merc_illusion_female		player	human_military	0	Common 5 Military 5	100 100	None 1	None 1	None 1	None 1	None 1	None 1	0 0	0 0			6	0	0	0	0 0 0.0 0.00		0.00	0.10	0.00	0	0		FALSE	FALSE		0 0	None 100	0 0	None 100		
quest_venus_demon_warrior	aztknight		qmorph_venus_big	quasimorph_knight	2	Faction 1 Venus 1	100 100	None 1	None 1	Cloth 0.4 LightArmor 0.4 HeavyArmor 0.4 None 0.4	Cloth 0.4 LightArmor 0.4 HeavyArmor 0.4	Cloth 0.4 LightArmor 0.4 HeavyArmor 0.4	Cloth 0.4 LightArmor 0.4 HeavyArmor 0.4	0 0	0 0	Parts 0.3 QuasiArtefact 0.3 RepairKit 0.3		6	40	-20	0	0 0 0.0 0.00		0.00	0.00	0.00	1	0		FALSE	FALSE		0 0	None 100	0 0			
quest_venus_bossfight	venusdemonwarrior		qmorph_venus_big	quasimorph_knight	0	Faction 1 Venus 1	100 100	None 1	None 1	Cloth 0.4 LightArmor 0.4 HeavyArmor 0.4 None 0.4	Cloth 0.4 LightArmor 0.4 HeavyArmor 0.4	Cloth 0.4 LightArmor 0.4 HeavyArmor 0.4	Cloth 0.4 LightArmor 0.4 HeavyArmor 0.4	0 0	0 0	Parts 0.3 QuasiArtefact 0.3 RepairKit 0.3		7	40	700	0	0 0 0.0 0.00		0.00	0.00	0.00	1	0		FALSE	FALSE		0 0	None 100	0 0			
quest_venus_baron	venusdemonwarrior		qmorph_venus_big	quasimorph_baron	0	Faction 1 Venus 1	100 100	None 1	None 1	Cloth 0.4 LightArmor 0.4 HeavyArmor 0.4 None 0.4	Cloth 0.4 LightArmor 0.4 HeavyArmor 0.4	Cloth 0.4 LightArmor 0.4 HeavyArmor 0.4	Cloth 0.4 LightArmor 0.4 HeavyArmor 0.4	0 0	0 0			7	40	700	0	0 0 0.0 0.00		0.00	0.00	0.00	0	0		FALSE	FALSE	Tezctlan	0 0	None 100	0 0			
workerrobot	cyborg		cyborg	robot	0	Faction 4 Worker 6 Miner 4 CyberAug 3	50 100	Blade 3 Club 6 Axe 4	None 1	None 1	None 1	None 1	None 1	5 10	0 1	Parts 6 RepairKit 2 IndustrialBarter 1		6	0	0	0	0 0 0.0 0.00		0.00	0.00	0.00	0	0		FALSE	FALSE		1 1	Drill 40 None 60	0 0	None 100		
warrobot	cyborgbattle		cyborg	robot	0	Common 2 Security 2 Military 6 Faction 5 CyberAug 3	70 100	Pistol 2 Smg 5 AssaultRifle 4	None 100 Blade 1	None 1	None 1	None 1	None 1	4 16	0 1	Parts 6 RepairKit 2 MilitaryBarter 1		6	0	0	0	0 0 0.0 0.00		0.00	0.00	0.00	0	0		FALSE	FALSE		1 1	Machinegun 40 None 60	0 0	None 100		
recreationrobot	cyborgrecreation		cyborg	robot	0	Common 1 Civilian 2 Faction 6 CyberAug 3	70 100	Blade 6 Axe 4 Smg 2 Club 3 Fist 2	None 10 Axe 2	None 1	None 1	None 1	None 1	0 0	0 1	Parts 6 RepairKit 2 ValuableBarter 2 Data 1		6	0	0	0	0 0 0.0 0.00		0.00	0.00	0.00	0	0		FALSE	FALSE		1 1	Blade 40 None 60	0 0	None 100		
turretbalistic	turret		turret	turret	0	Common 1	100 100	None 1	None 1	None 1	None 1	None 1	None 1	0 0	0 0			5	0	0	0	0 0 0.0 0.00		0.00	0.00	0.00	0	0		FALSE	FALSE		0 0	None 100	0 0	None 100		
turretfire	fireturret		turret	turret	0	Common 1	100 100	None 1	None 1	None 1	None 1	None 1	None 1	0 0	0 0			4	0	0	0	0 0 0.0 0.00		0.00	0.00	0.00	0	0		FALSE	FALSE		0 0	None 100	0 0	None 100		
turretenergy	energyturret		turret	turret	0	Common 1	100 100	None 1	None 1	None 1	None 1	None 1	None 1	0 0	0 0			5	0	0	0	0 0 0.0 0.00		0.00	0.00	0.00	0	0		FALSE	FALSE		0 0	None 100	0 0	None 100		
turretempquest	empturret		turret	turret	0	Common 1	100 100	None 1	None 1	None 1	None 1	None 1	None 1	0 0	0 0			6	0	0	0	0 0 0.0 0.00		0.00	0.00	0.00	0	0		FALSE	FALSE		0 0	None 100	0 0	None 100		
venus_jaguar_knight	aztknight		qmorph_venus	quasimorph_knight	0	Faction 5 Venus 3 QuasiAug 3	60 100	None 2 Club 4 Axe 4 Knife 4 Fist 4	None 1	None 4 Cloth 3 LightArmor 6 MediumArmor 8 HeavyArmor 6	None 4 Cloth 3 LightArmor 6 MediumArmor 8 HeavyArmor 6	None 4 Cloth 3 LightArmor 6 MediumArmor 8 HeavyArmor 6	Cloth 0.4 LightArmor 0.4 HeavyArmor 0.4 None 0.4	0 0	1 2	Food 4 Organ 2 Parts 3 QuasiArtefact 1 RepairKit 2		6	20	0	0	0 0 0.0 0.00		0.05	-0.05	0.00	0	0		FALSE	FALSE	Tezctlan	0 0	None 100	0 0	None 100		
venus_eagle_knight	aztknight		qmorph_venus	quasimorph_knight	0	Faction 5 Venus 3 QuasiAug 3	60 100	Pistol 2 Smg 3 Shotgun 3 AssaultRifle 2 MarksmanRifle 1 RocketLauncher 2	None 1	None 4 Cloth 3 LightArmor 6 MediumArmor 8 HeavyArmor 6	None 4 Cloth 3 LightArmor 6 MediumArmor 8 HeavyArmor 6	None 4 Cloth 3 LightArmor 6 MediumArmor 8 HeavyArmor 6	Cloth 0.4 LightArmor 0.4 HeavyArmor 0.4 None 0.4	4 12	1 2	Food 4 Organ 2 Parts 3 QuasiArtefact 1 RepairKit 2		6	10	0	0	0 0 0.0 0.00		0.00	0.00	0.10	0	0		FALSE	FALSE	Tezctlan	0 0	None 100	0 0	None 100		
venus_acolyte	aztservitor		qmorph_venus	quasimorph	0	Faction 5 Venus 3 QuasiAug 3	45 75	Fist 2 Knife 4 Axe 2 Pistol 6 Shotgun 3 AssaultRifle 3	None 1	None 4 Cloth 3 LightArmor 6 MediumArmor 8 HeavyArmor 6	None 4 Cloth 3 LightArmor 6 MediumArmor 8 HeavyArmor 6	None 4 Cloth 3 LightArmor 6 MediumArmor 8 HeavyArmor 6	Cloth 0.4 LightArmor 0.4 HeavyArmor 0.4 None 0.4	0 12	0 2	Food 4 Organ 2 Parts 3 QuasiArtefact 1 RepairKit 2		6	15	0	0	0 0 0.0 0.00		0.30	0.10	0	0	0		FALSE	FALSE	Tezctlan	0 0	None 100	0 0	None 100		
venus_slave	aztservitor		qmorph_venus	quasimorph	0	Faction 3 Venus 3 QuasiAug 3	20 50	None 5 Club 5 Knife 2 Fist 2 Axe 2 MarksmanRifle 1	None 1	None 2 Cloth 3	None 2 Cloth 3	None 2 Cloth 3	None 2 Cloth 3	2 6	0 1	Food 4 Organ 2 Parts 3 QuasiArtefact 1 RepairKit 2		6	0	0	0	0 0 0.0 0.00		0.00	0.00	0	1	0		FALSE	FALSE	Tezctlan	0 0	None 100	0 0	None 100		
venus_taskmaster	aztservitor		qmorph_venus	quasimorph	0	Faction 5 Venus 3 QuasiAug 3	40 75	Club 2 Pistol 4 AssaultRifle 4 MarksmanRifle 2 RocketLauncher 1	None 1	None 1 Cloth 2 LightArmor 6 MediumArmor 4 HeavyArmor 6	None 1 Cloth 2 LightArmor 6 MediumArmor 4 HeavyArmor 6	None 1 Cloth 2 LightArmor 6 MediumArmor 4 HeavyArmor 6	None 1 Cloth 2 LightArmor 6 MediumArmor 4 HeavyArmor 6	2 16	0 2	Food 4 Organ 2 Parts 3 QuasiArtefact 1 RepairKit 2		6	25	0	0	0 0 0.0 0.00		0.35	0.10	-0.05	0	0		FALSE	FALSE	Tezctlan	0 0	None 100	0 0	None 100		
venus_custodian	aztservitor		qmorph_venus	quasimorph	0	Faction 5 Venus 3 QuasiAug 3	50 90	Club 2 Axe 4 Shotgun 5 RocketLauncher 3	None 1	None 1 Cloth 2 LightArmor 6 MediumArmor 4 HeavyArmor 6	None 1 Cloth 2 LightArmor 6 MediumArmor 4 HeavyArmor 6	None 1 Cloth 2 LightArmor 6 MediumArmor 4 HeavyArmor 6	None 1 Cloth 2 LightArmor 6 MediumArmor 4 HeavyArmor 6	4 18	0 2	Food 4 Organ 2 Parts 3 QuasiArtefact 1 RepairKit 2		6	35	0	0	0 0 0.0 0.00		0.30	0.20	-0.05	0	0		FALSE	FALSE	Tezctlan	0 0	None 100	0 0	None 100		
venus_demon_cat	venusdemoncat		venus_demon_cat	quasimorph	0	Faction 5 Venus 3	100 100	None 1	None 1	None 1	None 1	None 1	None 1	0 0	0 0			6	0	0	0	0 0 0.0 0.00		0.00	0.00	0.00	0	0		FALSE	FALSE	Tezctlan	0 0	None 100	0 0	None 100		
venus_demon_warrior	aztknight		qmorph_venus_big	quasimorph_knight	0	Faction 5 Venus 3 QuasiAug 3	100 100	Pistol 1 AssaultRifle 3 Shotgun 3 Smg 3 RocketLauncher 6	Blade 2 Club 5 Axe 4 Knife 1	Cloth 2 LightArmor 6 MediumArmor 8 HeavyArmor 6	Cloth 2 LightArmor 6 MediumArmor 8 HeavyArmor 6	Cloth 2 LightArmor 6 MediumArmor 8 HeavyArmor 6	Cloth 2 LightArmor 6 MediumArmor 8 HeavyArmor 6	10 30	0 0			7	40	0	0	0 0 0.0 0.00		0.05	0.05	0.10	1	0		FALSE	FALSE	Tezctlan	1 2	Qbeam 35 None 65	0 0	None 100		
venus_ksiomara	venusdemonspider	char_xiomara	qmorph_venus_big	quasimorph_baron	0	XiomaraMasks 1	100 100	None 1	None 1	LightArmor 0.5 None 0.5	LightArmor 0.2 None 0.8	None 1	None 1	0 0	0 0		venus_hand	6	0	0	0	0 0 0.0 0.00		0.00	0.00	0.00	0	0		FALSE	FALSE	XiomaraMasks	0 0	None 100	0 0	None 100		
venus_baron	venusdemonwarrior	char_venus_baron	qmorph_venus_big	quasimorph_baron	0	Faction 6 Venus 3 QuasiAug 3	100 100	None 1	None 1	Cloth 2 LightArmor 6 MediumArmor 8 HeavyArmor 6	Cloth 2 LightArmor 6 MediumArmor 8 HeavyArmor 6	Cloth 2 LightArmor 6 MediumArmor 8 HeavyArmor 6	Cloth 2 LightArmor 6 MediumArmor 8 HeavyArmor 6	0 0	0 0			7	80	0	0	0 0 0.0 0.00		0.10	0.10	0.15	1	0		FALSE	FALSE	Tezctlan	1 1	Qbeam 100	0 0	None 100		
bigpossessed_arm	bigposman		possessed_bigarm	possesed	0	Possessed 8 Common 2	30 60	None 2 Club 4 Axe 4	None 1	None 1	None 0.5 Cloth 0.5	Cloth 1	Cloth 0.5 None 0.5	0 0	0 1	Dressing 0.1 Pills 0.1 Parts 0.1 Drink 0.1 Food 0.1		6	0	0	0	0 0 0.0 0.00		0.00	0.00	0.00	0	0		FALSE	FALSE		0 0	None 100	0 0	None 100		
bigpossessed_blob	blobposman		possessed_blob	possesed	0	Possessed 8 Common 2	100 100	None 1	None 1	None 1	Cloth 0.5 None 0.5	Cloth 1	Cloth 0.5 None 0.5	0 0	0 1	Dressing 0.1 Pills 0.1 Parts 0.1 Drink 0.1 Food 0.1		6	0	0	0	0 0 0.0 0.00		0.00	0.00	0.00	0	0		FALSE	FALSE		0 0	None 100	0 0	None 100		
bigpossessed_centaur	centaurposman		possessed_centaur	possesed	0	Possessed 8 Common 2	100 100	None 1	None 1	None 1	None 1	None 1	None 1	0 0	0 1			6	0	0	0	0 0 0.0 0.00		0.00	0.00	0.00	0	0		FALSE	FALSE		0 0	None 100	0 0	None 100		
cattaram_baron	cattarambaron	char_cattaram_baron	qmorph_cattaram	quasimorph_baron	0	Cattaram 1	100 100	None 1	None 1	None 1	None 1	None 1	None 1	0 0	0 0			6	0	0	0	0 0 0.0 0.00		0.00	0.00	0.00	0	0		FALSE	FALSE	Cattaram	0 0	None 100	0 0	None 100		
cattaram_knight	cattaramknight		qmorph_cattaram	quasimorph_knight	0	Cattaram 1	100 100	None 1	None 1	None 1	None 1	None 1	None 1	0 0	0 0			6	0	0	0	0 0 0.0 0.00		0.00	0.00	0.00	0	0		FALSE	FALSE	Cattaram	0 0	None 100	0 0	None 100		
cattaram_servitor	cattaramservitor		qmorph_cattaram	quasimorph	0	Cattaram 1	100 100	None 1	None 1	None 1	None 1	None 1	None 1	0 0	0 0			6	0	0	0	0 0 0.0 0.00		0.00	0.00	0.00	0	0		FALSE	FALSE	Cattaram	0 0	None 100	0 0	None 100		
mars_baron	marsbaron	char_mars_baron	qmorph_mars_urparp	quasimorph_baron	0	Mars 1	100 100	None 1	None 1	None 1	None 1	None 1	None 1	0 0	0 0			6	0	0	0	0 0 0.0 0.00		0.00	0.00	0.00	0	0		FALSE	FALSE	Mars	0 0	None 100	0 0	None 100		
mars_battle_flame	marsflame		qmorph_mars_big	quasimorph_knight	0	Mars 1	100 100	None 1	None 1	None 1	None 1	None 1	None 1	0 0	0 0			6	0	0	0	0 0 0.0 0.00		0.00	0.00	0.00	0	0		FALSE	FALSE	Mars	0 0	None 100	0 0	None 100		
mars_battle_gun	marsbattle		qmorph_mars_big	quasimorph_knight	0	Mars 1	100 100	None 1	None 1	None 1	None 1	None 1	None 1	0 0	0 0			6	0	0	0	0 0 0.0 0.00		0.00	0.00	0.00	0	0		FALSE	FALSE	Mars	0 0	None 100	0 0	None 100		
mars_crab	marscrab		qmorph_mars	quasimorph	0	Mars 1	100 100	None 1	None 1	None 1	None 1	None 1	None 1	0 0	0 0			6	0	0	0	0 0 0.0 0.00		0.00	0.00	0.00	0	0		FALSE	FALSE	Mars	0 0	None 100	0 0	None 100		
mars_support	marssupport		qmorph_mars	quasimorph	0	Mars 1	100 100	None 1	None 1	None 1	None 1	None 1	None 1	0 0	0 0		mars_grenade_launcher	6	0	0	0	0 0 0.0 0.00		0.00	0.00	0.00	0	0		FALSE	FALSE	Mars	0 0	None 100	0 0	None 100		
mercury_baron	mercurybaron	char_mercury_baron	qmorph_mercury_big	quasimorph_baron	0	Mercury 1	100 100	None 1	None 1	None 5 Cloth 3 LightArmor 5 MediumArmor 4 HeavyArmor 8	None 5 Cloth 3 LightArmor 5 MediumArmor 4 HeavyArmor 8	None 5 Cloth 3 LightArmor 5 MediumArmor 4 HeavyArmor 8	None 1	0 0	0 0			6	0	0	0	0 0 0.0 0.00		0.00	0.00	0.00	0	0		FALSE	FALSE	Mercury	0 0	None 100	0 0	None 100		
mercury_head	mercuryhead		qmorph_mercury	quasimorph	0	Mercury 1	100 100	None 1	None 1	None 5 Cloth 3 LightArmor 5 MediumArmor 4 HeavyArmor 4	None 1	None 1	None 1	0 0	0 0			6	0	0	0	0 0 0.0 0.00		0.00	0.00	0.00	0	0		FALSE	FALSE	Mercury	0 0	None 100	0 0	None 100		
mercury_knight	mercuryknight		qmorph_mercury_big	quasimorph_knight_poisonimmune	0	Mercury 1	100 100	None 1	None 1	None 5 Cloth 3 LightArmor 5 MediumArmor 4 HeavyArmor 4	None 1	None 1	None 1	0 0	0 1	Food 0.15 Organ 0.25 Parts 0.15 QuasiArtefact 0.01 RepairKit 0.01		6	0	0	0	0 0 0.0 0.00		0.00	0.00	0.00	0	0		FALSE	FALSE	Mercury	0 0	None 100	0 0	None 100		
mercury_slave	mercuryslave		qmorph_mercury	quasimorph	0	Mercury 1	30 50	None 4 Pistol 4 Shotgun 4 AssaultRifle 4 Machinegun 2 MarksmanRifle 2 Knife 4 Blade 4	None 1	None 1	None 5 Cloth 6 LightArmor 6 MediumArmor 4 HeavyArmor 1	None 5 Cloth 6 LightArmor 6 MediumArmor 4 HeavyArmor 1	None 5 Cloth 6 LightArmor 6 MediumArmor 4 HeavyArmor 1	5 16	0 1	Food 0.15 Organ 0.25 Parts 0.15 QuasiArtefact 0.01		6	0	0	0	0 0 0.0 0.00		0.00	0.00	0.00	0	0		FALSE	FALSE	Mercury	0 0	None 100	0 0	None 100		
moon_baron	moonbaron	char_moon_baron	qmorph_moon_big	quasimorph_baron	0	Moon 1	100 100	None 4 Blade 2 Axe 2 Club 2 AssaultRifle 1 MarksmanRifle 1 Machinegun 1	None 1	Cloth 1 LightArmor 1 MediumArmor 6 HeavyArmor 6	Cloth 1 LightArmor 1 MediumArmor 6 HeavyArmor 6	Cloth 1 LightArmor 1 MediumArmor 6 HeavyArmor 6	Cloth 1 LightArmor 1 MediumArmor 6 HeavyArmor 6	0 0	0 0			6	0	0	0	0 0 0.0 0.00		0.00	0.00	0.00	0	0		FALSE	FALSE	Moon	0 0	None 100	0 0	None 100		
moon_cage	mooncage		qmorph_moon_big	quasimorph	0	Moon 1	100 100	None 1	None 1	None 1	None 1	None 1	None 1	0 0	0 0			6	0	0	0	0 0 0.0 0.00		0.00	0.00	0.00	0	0		FALSE	FALSE	Moon	0 0	None 100	0 0	None 100		
moon_knight	moonknight		qmorph_moon_big	quasimorph_knight	0	Moon 1	100 100	None 1	None 1	None 1	None 1	None 1	None 1	0 0	0 1	Food 0.15 QuasiOrgan 0.25 Parts 0.15 QuasiArtefact 0.01 RepairKit 0.01		6	0	0	0	0 0 0.0 0.00		0.00	0.00	0.00	0	0		FALSE	FALSE	Moon	0 0	None 100	0 0	None 100		
moon_servitor	moonservitor		qmorph_moon	quasimorph	0	Moon 1	50 100	None 2 Blade 4 Axe 4 Club 4 AssaultRifle 2 MarksmanRifle 2 Machinegun 1	None 1	Cloth 2 LightArmor 4 MediumArmor 6 HeavyArmor 6	Cloth 2 LightArmor 4 MediumArmor 6 HeavyArmor 6	Cloth 2 LightArmor 4 MediumArmor 6 HeavyArmor 6	Cloth 2 LightArmor 4 MediumArmor 6 HeavyArmor 6	4 12	0 1	Food 0.15 Organ 0.25 Parts 0.15 QuasiArtefact 0.01 RepairKit 0.01		6	0	0	0	0 0 0.0 0.00		0.00	0.00	0.00	0	0		FALSE	FALSE	Moon	0 0	None 100	0 0	None 100		
moon_slave	moonslave		qmorph_moon	quasimorph	0	Moon 1	50 100	None 1	None 1	None 1	None 1	None 1	None 1	0 0	0 0			6	0	0	0	0 0 0.0 0.00		0.00	0.00	0.00	0	0		FALSE	FALSE	Moon	0 0	None 100	0 0	None 100		
ron_baron	ronbaron	char_ron_baron	qmorph_ron	quasimorph_baron	0	Ron 1	50 100	None 1	None 1	None 1	None 1	None 1	None 1	0 0	0 0			6	0	0	0	0 0 0.0 0.00		0.00	0.00	0.00	0	0		FALSE	FALSE	Ron	0 0	None 100	0 0	None 100		
ron_knight	ronknight		qmorph_ron	quasimorph_knight	0	Ron 1	50 100	None 1	None 1	None 1	None 1	None 1	None 1	0 0	0 0			6	0	0	0	0 0 0.0 0.00		0.00	0.00	0.00	0	0		FALSE	FALSE	Ron	0 0	None 100	0 0	None 100		
ron_slave	ronslave		qmorph_ron	quasimorph	0	Ron 1	50 100	None 1	None 1	None 1	None 1	None 1	None 1	0 0	0 0			6	0	0	0	0 0 0.0 0.00		0.00	0.00	0.00	0	0		FALSE	FALSE	Ron	0 0	None 100	0 0	None 100		
scrivnus_baron	scrivnusbaron	char_scrivnus_baron	qmorph_scrivnus	quasimorph_baron	0	Scrivnus 1	50 100	None 1	None 1	None 1	None 1	None 1	None 1	0 0	0 0			6	0	0	0	0 0 0.0 0.00		0.00	0.00	0.00	0	0		FALSE	FALSE	Scrivnus	0 0	None 100	0 0	None 100		
scrivnus_knight	scrivnusknight		qmorph_scrivnus	quasimorph_knight	0	Scrivnus 1	50 100	None 1	None 1	None 1	None 1	None 1	None 1	0 0	0 0			6	0	0	0	0 0 0.0 0.00		0.00	0.00	0.00	0	0		FALSE	FALSE	Scrivnus	0 0	None 100	0 0	None 100		
scrivnus_servitor	scrivnusservitor		qmorph_scrivnus	quasimorph	0	Scrivnus 1	50 100	None 1	None 1	None 1	None 1	None 1	None 1	0 0	0 0			6	0	0	0	0 0 0.0 0.00		0.00	0.00	0.00	0	0		FALSE	FALSE	Scrivnus	0 0	None 100	0 0	None 100		
flauros_baron	flaurosbaron	char_flauros_baron	qmorph_scrivnus	quasimorph_baron	0	Scrivnus 1	50 100	None 1	None 1	None 1	None 1	None 1	None 1	0 0	0 0			6	0	0	0	0 0 0.0 0.00		0.00	0.00	0.00	0	0		FALSE	FALSE	Scrivnus	0 0	None 100	0 0	None 100		
flauros_knight	flaurosknight		qmorph_scrivnus	quasimorph_knight	0	Scrivnus 1	50 100	None 1	None 1	None 1	None 1	None 1	None 1	0 0	0 0			6	0	0	0	0 0 0.0 0.00		0.00	0.00	0.00	0	0		FALSE	FALSE	Scrivnus	0 0	None 100	0 0	None 100		
flauros_servitor	flaurosservitor		qmorph_scrivnus	quasimorph	0	Scrivnus 1	50 100	None 1	None 1	None 1	None 1	None 1	None 1	0 0	0 0			6	0	0	0	0 0 0.0 0.00		0.00	0.00	0.00	0	0		FALSE	FALSE	Scrivnus	0 0	None 100	0 0	None 100		
jungle_spider	spider		spider	spider	0	Faction 1	50 100	None 1	None 1	None 1	None 1	None 1	None 1	0 0	0 0			6	0	0	0	0 0 0.0 0.00		0.00	0.00	0.00	0	0		FALSE	FALSE	Tezctlan	0 0	None 100	0 0	None 100		
corporation_dog	dog		dog	dog	0	Faction 1	50 100	None 1	None 1	None 1	None 1	None 1	None 1	0 0	0 0			10	10	0	0	0 0 0.0 0.00	blunt 4 pierce 4 lacer 4	0.00	0.00	0.00	0	0		FALSE	FALSE		0 0	None 100	0 0	None 100		
urparp_boss	urparpboss	char_urparp	qmorph_mars_urparp	urparp	0		50 100	None 1	None 1	None 1	None 1	None 1	None 1	0 0	0 0		mars_urparp_headgun	10	0	0	0	0 0 0.0 0.00		0.00	0.00	0.00	0	0		FALSE	FALSE		0 0	None 100	0 0	None 100		
#end																																						
																																						
#ai-presets																																						
Id	ShootChance	GrenadeChance	UltimateChance	HuntMemory	SomniaBehave	EndlessHuntBehave	CoverBehave	IgnoreAllies	CanBeTraitor	CanOpenDoor	CanMeleeAttackDoor	AvoidMineChance	AvoidDangerTerrainChances	MinMigratePause	MaxMigratePause	MinMigrateDistance	MaxMigrateDistance	IdleFollowDistance	MigrateFollowDistance	FollowLatency	BestFiremodeChance	ItemsClassesAsGifts																
human_armed_civilian	1	0.3	0	24	Ignore	Ignore	None	FALSE	TRUE	TRUE	TRUE	0.6	Toxic 0.6 Fire 0.6	50	75	20	35	6	3	2	0.3																	
human_military	1	0.6	0	24	Ignore	Ignore	TakeCoverOneTurn	FALSE	FALSE	TRUE	TRUE	0.8	Toxic 0.8 Fire 0.8	30	45	20	35	6	3	2	0.8																	
human_grenadier	1	0.9	0	24	Ignore	Ignore	TakeCoverOneTurn	FALSE	FALSE	TRUE	TRUE	0.8	Toxic 0.8 Fire 0.8	30	45	20	35	6	3	2	0.8																	
robot	1	0.3	0	24	Ignore	Ignore	None	FALSE	TRUE	TRUE	TRUE	0		80	100	20	35	6	3	2	0.6																	
turret	1	0.3	0	24	Ignore	Ignore	None	FALSE	FALSE	FALSE	TRUE	0		100	100	20	35	6	3	2	1																	
spider	0	0.3	0	24	Sleep	Hunt	None	TRUE	TRUE	FALSE	TRUE	0.3	Fire 0.5	20	35	20	35	6	3	2	0.2																	
possesed	1	0.3	0	24	Sleep	Hunt	None	TRUE	TRUE	FALSE	TRUE	0.2	Toxic 0.2 Fire 0.2 	50	75	20	35	6	3	2	0.3																	
possesed_poisonimmune	1	0.3	0	24	Ignore	Ignore	None	TRUE	TRUE	TRUE	TRUE	0.2	Fire 0.2 	50	75	20	35	6	3	2	0.3																	
mindcontrolled	1	0.3	0	24	Ignore	Ignore	None	FALSE	FALSE	TRUE	TRUE	0		20	100	20	35	6	3	2	0.3																	
quasimorph	1	0.3	0	24	EccolapseBack	Hunt	None	TRUE	TRUE	FALSE	TRUE	0.3	Toxic 0.3 Fire 0.3	40	65	20	35	6	3	2	0.6																	
quasimorph_knight	1	0.3	0	24	EccolapseBack	Hunt	None	TRUE	FALSE	FALSE	TRUE	0.5	Toxic 0.5 Fire 0.5	30	45	20	35	6	3	2	0.8																	
quasimorph_knight_poisonimmune	1	0.3	0	24	EccolapseBack	Hunt	None	TRUE	FALSE	FALSE	TRUE	0.5	Fire 0.5	30	45	20	35	6	3	2	0.8																	
quasimorph_baron	1	0.3	0.35	24	EccolapseBack	Hunt	None	TRUE	FALSE	FALSE	TRUE	0.6	Toxic 0.6 Fire 0.6	20	35	20	35	6	3	2	0.9																	
